batch_id,batch_priority,queue_priority,research_priority,scenario_id,primary_scenario,fingerprint,candidate,scenario_observations,planned_oos_windows,target_oos_windows,oos_gap_to_target,eligibility_status,queue_action,batch_action,batch_reason,batch_rank,execution_status,execution_reason,candidate_evidence_observations,scenario_matched_observations,historical_observations,train_observations,holdout_observations,train_start,train_end,holdout_start,holdout_end,train_average_spread,train_median_spread,train_positive_day_pct,oos_average_spread,oos_median_spread,oos_positive_day_pct,oos_worst_day,oos_best_day,research_status,oos_result
BATCH_003,P1,P1,HIGH,UNEXPLORED_15,TREND_UP,39cd5fd0b3c726a8,TRACK_C_REGIME_AWARE,25,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_15 is a mature research scenario with no existing OOS evidence for 6 relationship(s).,3,INSUFFICIENT_HOLDOUT_HISTORY,Insufficient chronological history for the existing Track-C walk-forward geometry.,0,24,0,,0,,,,,,,,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_003,P1,P1,HIGH,UNEXPLORED_15,TREND_UP,39cd5fd0b3c726a8,TRACK_C_SCENARIO_WEAPON,25,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_15 is a mature research scenario with no existing OOS evidence for 6 relationship(s).,3,INSUFFICIENT_HOLDOUT_HISTORY,Insufficient chronological history for the existing Track-C walk-forward geometry.,0,24,0,,0,,,,,,,,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_004,P1,P1,HIGH,UNEXPLORED_16,TREND_UP,ee5597a108fed5c1,TRACK_B_BASELINE_FAILURE,23,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_16 is a mature research scenario with no existing OOS evidence for 6 relationship(s).,4,EXECUTED,Authorized batch relationship executed through the existing candidate-specific OOS path; scenario/fingerprint restriction was applied before chronological holdout evaluation.,100,6,6,6.0,0,2026-05-26,2026-07-06,,,-0.7596100000000003,-0.24519500000000008,33.33333333333333,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_004,P1,P1,HIGH,UNEXPLORED_16,TREND_UP,ee5597a108fed5c1,TRACK_B_CONDITIONAL_SCORE,23,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_16 is a mature research scenario with no existing OOS evidence for 6 relationship(s).,4,EXECUTED,Authorized batch relationship executed through the existing candidate-specific OOS path; scenario/fingerprint restriction was applied before chronological holdout evaluation.,100,6,6,6.0,0,2026-05-26,2026-07-06,,,-1.2734516666666666,-1.030925,33.33333333333333,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_004,P1,P1,HIGH,UNEXPLORED_16,TREND_UP,ee5597a108fed5c1,TRACK_B_FACTOR_AGREEMENT,23,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_16 is a mature research scenario with no existing OOS evidence for 6 relationship(s).,4,EXECUTED,Authorized batch relationship executed through the existing candidate-specific OOS path; scenario/fingerprint restriction was applied before chronological holdout evaluation.,100,6,6,6.0,0,2026-05-26,2026-07-06,,,-1.1412222222222221,-0.9488277777777778,33.33333333333333,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_004,P1,P1,HIGH,UNEXPLORED_16,TREND_UP,ee5597a108fed5c1,TRACK_C_FACTOR_INTERACTION,23,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_16 is a mature research scenario with no existing OOS evidence for 6 relationship(s).,4,INSUFFICIENT_HOLDOUT_HISTORY,Insufficient chronological history for the existing Track-C walk-forward geometry.,0,22,0,,0,,,,,,,,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_004,P1,P1,HIGH,UNEXPLORED_16,TREND_UP,ee5597a108fed5c1,TRACK_C_REGIME_AWARE,23,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_16 is a mature research scenario with no existing OOS evidence for 6 relationship(s).,4,INSUFFICIENT_HOLDOUT_HISTORY,Insufficient chronological history for the existing Track-C walk-forward geometry.,0,22,0,,0,,,,,,,,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_004,P1,P1,HIGH,UNEXPLORED_16,TREND_UP,ee5597a108fed5c1,TRACK_C_SCENARIO_WEAPON,23,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_16 is a mature research scenario with no existing OOS evidence for 6 relationship(s).,4,INSUFFICIENT_HOLDOUT_HISTORY,Insufficient chronological history for the existing Track-C walk-forward geometry.,0,22,0,,0,,,,,,,,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_005,P1,P1,HIGH,UNEXPLORED_20,TREND_DOWN,d59364ccfbbaa9f5,TRACK_C_FACTOR_INTERACTION,28,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_20 is a mature research scenario with no existing OOS evidence for 3 relationship(s).,5,INSUFFICIENT_HOLDOUT_HISTORY,Insufficient chronological history for the existing Track-C walk-forward geometry.,0,28,0,,0,,,,,,,,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_005,P1,P1,HIGH,UNEXPLORED_20,TREND_DOWN,d59364ccfbbaa9f5,TRACK_C_REGIME_AWARE,28,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_20 is a mature research scenario with no existing OOS evidence for 3 relationship(s).,5,INSUFFICIENT_HOLDOUT_HISTORY,Insufficient chronological history for the existing Track-C walk-forward geometry.,0,28,0,,0,,,,,,,,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_005,P1,P1,HIGH,UNEXPLORED_20,TREND_DOWN,d59364ccfbbaa9f5,TRACK_C_SCENARIO_WEAPON,28,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_20 is a mature research scenario with no existing OOS evidence for 3 relationship(s).,5,INSUFFICIENT_HOLDOUT_HISTORY,Insufficient chronological history for the existing Track-C walk-forward geometry.,0,28,0,,0,,,,,,,,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_006,P2,P2,MEDIUM,UNEXPLORED_14,TREND_UP,0488aa61a160ea49,TRACK_B_BASELINE_FAILURE,10,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_14 has researchable but less-mature scenario coverage across 6 relationship(s).,6,EXECUTED,Authorized batch relationship executed through the existing candidate-specific OOS path; scenario/fingerprint restriction was applied before chronological holdout evaluation.,100,1,1,1.0,0,2026-05-27,2026-05-27,,,-0.42152999999999974,-0.42152999999999974,0.0,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_006,P2,P2,MEDIUM,UNEXPLORED_14,TREND_UP,0488aa61a160ea49,TRACK_B_CONDITIONAL_SCORE,10,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_14 has researchable but less-mature scenario coverage across 6 relationship(s).,6,EXECUTED,Authorized batch relationship executed through the existing candidate-specific OOS path; scenario/fingerprint restriction was applied before chronological holdout evaluation.,100,1,1,1.0,0,2026-05-27,2026-05-27,,,-0.10480000000000045,-0.10480000000000045,0.0,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_006,P2,P2,MEDIUM,UNEXPLORED_14,TREND_UP,0488aa61a160ea49,TRACK_B_FACTOR_AGREEMENT,10,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_14 has researchable but less-mature scenario coverage across 6 relationship(s).,6,EXECUTED,Authorized batch relationship executed through the existing candidate-specific OOS path; scenario/fingerprint restriction was applied before chronological holdout evaluation.,100,1,1,1.0,0,2026-05-27,2026-05-27,,,1.8338333333333328,1.8338333333333328,100.0,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_006,P2,P2,MEDIUM,UNEXPLORED_14,TREND_UP,0488aa61a160ea49,TRACK_C_FACTOR_INTERACTION,10,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_14 has researchable but less-mature scenario coverage across 6 relationship(s).,6,INSUFFICIENT_HOLDOUT_HISTORY,Insufficient chronological history for the existing Track-C walk-forward geometry.,0,9,0,,0,,,,,,,,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_006,P2,P2,MEDIUM,UNEXPLORED_14,TREND_UP,0488aa61a160ea49,TRACK_C_REGIME_AWARE,10,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_14 has researchable but less-mature scenario coverage across 6 relationship(s).,6,INSUFFICIENT_HOLDOUT_HISTORY,Insufficient chronological history for the existing Track-C walk-forward geometry.,0,9,0,,0,,,,,,,,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_006,P2,P2,MEDIUM,UNEXPLORED_14,TREND_UP,0488aa61a160ea49,TRACK_C_SCENARIO_WEAPON,10,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_14 has researchable but less-mature scenario coverage across 6 relationship(s).,6,INSUFFICIENT_HOLDOUT_HISTORY,Insufficient chronological history for the existing Track-C walk-forward geometry.,0,9,0,,0,,,,,,,,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_007,P2,P2,MEDIUM,UNEXPLORED_17,CHOPPY,3c9f74d9ff46c9aa,TRACK_B_BASELINE_FAILURE,15,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_17 has researchable but less-mature scenario coverage across 6 relationship(s).,7,EXECUTED,Authorized batch relationship executed through the existing candidate-specific OOS path; scenario/fingerprint restriction was applied before chronological holdout evaluation.,100,4,4,4.0,0,2026-05-22,2026-07-22,,,-0.2777324999999998,-1.1858899999999999,25.0,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_007,P2,P2,MEDIUM,UNEXPLORED_17,CHOPPY,3c9f74d9ff46c9aa,TRACK_B_CONDITIONAL_SCORE,15,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_17 has researchable but less-mature scenario coverage across 6 relationship(s).,7,EXECUTED,Authorized batch relationship executed through the existing candidate-specific OOS path; scenario/fingerprint restriction was applied before chronological holdout evaluation.,100,4,4,4.0,0,2026-05-22,2026-07-22,,,0.3909075000000002,0.5155550000000002,75.0,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_007,P2,P2,MEDIUM,UNEXPLORED_17,CHOPPY,3c9f74d9ff46c9aa,TRACK_B_FACTOR_AGREEMENT,15,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_17 has researchable but less-mature scenario coverage across 6 relationship(s).,7,EXECUTED,Authorized batch relationship executed through the existing candidate-specific OOS path; scenario/fingerprint restriction was applied before chronological holdout evaluation.,100,4,4,4.0,0,2026-05-22,2026-07-22,,,-0.4968166666666666,-0.13676666666666631,50.0,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_007,P2,P2,MEDIUM,UNEXPLORED_17,CHOPPY,3c9f74d9ff46c9aa,TRACK_C_FACTOR_INTERACTION,15,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_17 has researchable but less-mature scenario coverage across 6 relationship(s).,7,INSUFFICIENT_HOLDOUT_HISTORY,Insufficient chronological history for the existing Track-C walk-forward geometry.,0,15,0,,0,,,,,,,,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_007,P2,P2,MEDIUM,UNEXPLORED_17,CHOPPY,3c9f74d9ff46c9aa,TRACK_C_REGIME_AWARE,15,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_17 has researchable but less-mature scenario coverage across 6 relationship(s).,7,INSUFFICIENT_HOLDOUT_HISTORY,Insufficient chronological history for the existing Track-C walk-forward geometry.,0,15,0,,0,,,,,,,,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_007,P2,P2,MEDIUM,UNEXPLORED_17,CHOPPY,3c9f74d9ff46c9aa,TRACK_C_SCENARIO_WEAPON,15,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_17 has researchable but less-mature scenario coverage across 6 relationship(s).,7,INSUFFICIENT_HOLDOUT_HISTORY,Insufficient chronological history for the existing Track-C walk-forward geometry.,0,15,0,,0,,,,,,,,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_008,P2,P2,MEDIUM,UNEXPLORED_21,TREND_DOWN,e3647c9a4d3c5632,TRACK_B_BASELINE_FAILURE,12,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_21 has researchable but less-mature scenario coverage across 6 relationship(s).,8,EXECUTED,Authorized batch relationship executed through the existing candidate-specific OOS path; scenario/fingerprint restriction was applied before chronological holdout evaluation.,100,5,5,5.0,0,2026-05-13,2026-07-13,,,-0.12378599999999995,-0.4352500000000008,20.0,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_008,P2,P2,MEDIUM,UNEXPLORED_21,TREND_DOWN,e3647c9a4d3c5632,TRACK_B_CONDITIONAL_SCORE,12,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_21 has researchable but less-mature scenario coverage across 6 relationship(s).,8,EXECUTED,Authorized batch relationship executed through the existing candidate-specific OOS path; scenario/fingerprint restriction was applied before chronological holdout evaluation.,100,5,5,5.0,0,2026-05-13,2026-07-13,,,-0.8511960000000001,-0.8537699999999997,20.0,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_008,P2,P2,MEDIUM,UNEXPLORED_21,TREND_DOWN,e3647c9a4d3c5632,TRACK_B_FACTOR_AGREEMENT,12,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_21 has researchable but less-mature scenario coverage across 6 relationship(s).,8,EXECUTED,Authorized batch relationship executed through the existing candidate-specific OOS path; scenario/fingerprint restriction was applied before chronological holdout evaluation.,100,5,5,5.0,0,2026-05-13,2026-07-13,,,-0.7899177777777778,-0.724655555555556,20.0,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_008,P2,P2,MEDIUM,UNEXPLORED_21,TREND_DOWN,e3647c9a4d3c5632,TRACK_C_FACTOR_INTERACTION,12,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_21 has researchable but less-mature scenario coverage across 6 relationship(s).,8,INSUFFICIENT_HOLDOUT_HISTORY,Insufficient chronological history for the existing Track-C walk-forward geometry.,0,12,0,,0,,,,,,,,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_008,P2,P2,MEDIUM,UNEXPLORED_21,TREND_DOWN,e3647c9a4d3c5632,TRACK_C_REGIME_AWARE,12,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_21 has researchable but less-mature scenario coverage across 6 relationship(s).,8,INSUFFICIENT_HOLDOUT_HISTORY,Insufficient chronological history for the existing Track-C walk-forward geometry.,0,12,0,,0,,,,,,,,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_008,P2,P2,MEDIUM,UNEXPLORED_21,TREND_DOWN,e3647c9a4d3c5632,TRACK_C_SCENARIO_WEAPON,12,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_21 has researchable but less-mature scenario coverage across 6 relationship(s).,8,INSUFFICIENT_HOLDOUT_HISTORY,Insufficient chronological history for the existing Track-C walk-forward geometry.,0,12,0,,0,,,,,,,,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_009,P2,P2,MEDIUM,UNEXPLORED_25,TREND_UP,462b4025dc9ef2d4,TRACK_B_BASELINE_FAILURE,11,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_25 has researchable but less-mature scenario coverage across 6 relationship(s).,9,EXECUTED,Authorized batch relationship executed through the existing candidate-specific OOS path; scenario/fingerprint restriction was applied before chronological holdout evaluation.,100,4,4,4.0,0,2026-05-19,2026-07-15,,,-0.5572524999999999,-0.7297849999999999,25.0,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_009,P2,P2,MEDIUM,UNEXPLORED_25,TREND_UP,462b4025dc9ef2d4,TRACK_B_CONDITIONAL_SCORE,11,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_25 has researchable but less-mature scenario coverage across 6 relationship(s).,9,EXECUTED,Authorized batch relationship executed through the existing candidate-specific OOS path; scenario/fingerprint restriction was applied before chronological holdout evaluation.,100,4,4,4.0,0,2026-05-19,2026-07-15,,,-0.9880575,-1.0269850000000003,0.0,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_009,P2,P2,MEDIUM,UNEXPLORED_25,TREND_UP,462b4025dc9ef2d4,TRACK_B_FACTOR_AGREEMENT,11,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_25 has researchable but less-mature scenario coverage across 6 relationship(s).,9,EXECUTED,Authorized batch relationship executed through the existing candidate-specific OOS path; scenario/fingerprint restriction was applied before chronological holdout evaluation.,100,4,4,4.0,0,2026-05-19,2026-07-15,,,-1.3367722222222223,-1.1993388888888887,0.0,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_009,P2,P2,MEDIUM,UNEXPLORED_25,TREND_UP,462b4025dc9ef2d4,TRACK_C_FACTOR_INTERACTION,11,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_25 has researchable but less-mature scenario coverage across 6 relationship(s).,9,INSUFFICIENT_HOLDOUT_HISTORY,Insufficient chronological history for the existing Track-C walk-forward geometry.,0,10,0,,0,,,,,,,,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_009,P2,P2,MEDIUM,UNEXPLORED_25,TREND_UP,462b4025dc9ef2d4,TRACK_C_REGIME_AWARE,11,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_25 has researchable but less-mature scenario coverage across 6 relationship(s).,9,INSUFFICIENT_HOLDOUT_HISTORY,Insufficient chronological history for the existing Track-C walk-forward geometry.,0,10,0,,0,,,,,,,,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_009,P2,P2,MEDIUM,UNEXPLORED_25,TREND_UP,462b4025dc9ef2d4,TRACK_C_SCENARIO_WEAPON,11,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_25 has researchable but less-mature scenario coverage across 6 relationship(s).,9,INSUFFICIENT_HOLDOUT_HISTORY,Insufficient chronological history for the existing Track-C walk-forward geometry.,0,10,0,,0,,,,,,,,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
BATCH_010,P2,P2,MEDIUM,UNEXPLORED_28,TREND_DOWN,17c4bc482d33330e,TRACK_B_BASELINE_FAILURE,11,0,10,10,RESEARCHABLE_NO_EVIDENCE,START_OOS_RESEARCH,START_OOS_BATCH,UNEXPLORED_28 has researchable but less-mature scenario coverage across 6 relationship(s).,10,EXECUTED,Authorized batch relationship executed through the existing candidate-specific OOS path; scenario/fingerprint restriction was applied before chronological holdout evaluation.,100,8,8,8.0,0,2026-02-27,2026-06-23,,,1.2819925,1.311385,62.5,,,,,,INSUFFICIENT_HOLDOUT_HISTORY,NOT_READY
